Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11.0,232633.0,UNIMEX UDYOG,INR,1.0,11,232719,GARV ENTERPRISE,30-Apr-2024 01:19 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12.0,232634.0,M/S RASHI ENTERPRISE,INR,1.0,12,232764,GREEN VISION,30-Apr-2024 01:02 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13.0,232643.0,RD TRADERS,INR,1.0,13,232856,HINDUSTAN INSECTICIDES LTD,30-Apr-2024 01:51 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14.0,232651.0,Majestic Impex,INR,1.0,14,232735,Jaikissan Seeds Corporation,30-Apr-2024 01:33 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,15.0,232654.0,R.N Agro Solutions,INR,1.0,15,232762,JALAN COMMUNICATIONS,30-Apr-2024 01:37 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,16.0,232657.0,VINAYAK SALES CORPORATION,INR,1.0,16,232759,JK AGRI GENETICS LTD,30-Apr-2024 04:26 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,17.0,232659.0,RANDS TRADING,INR,1.0,17,232761,J.K.COMMERCIAL,29-Apr-2024 09:57 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,18.0,232695.0,NOUF INTERNATIONAL,INR,1.0,18,231195,J K R Enterprise,28-Apr-2024 11:12 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,19.0,232702.0,MRIDUL KUMAR LASKAR,INR,1.0,19,232703,KD3 ASSOCIATES,28-Apr-2024 04:05 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,20.0,232703.0,KD3 ASSOCIATES,INR,1.0,20,232803,KHAN BROTHERS,30-Apr-2024 02:54 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,21.0,232709.0,Shree Sai Mangalam Associates,INR,0.0,21,232775,K M Agro Agencies,30-Apr-2024 01:06 AM,Rejected-Technical,Please refer minutes,30-Aug-2024 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,22.0,232712.0,M/s. Shakti Corporation,INR,0.0,22,232718,KRISHNA ENTERPRISE,30-Apr-2024 12:26 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,23.0,232717.0,Darjeeling Gardens Pvt Ltd,INR,0.0,23,232454,LEISURE LANE,29-Apr-2024 09:52 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,24.0,232718.0,KRISHNA ENTERPRISE,INR,0.0,24,232768,MAHALAXMI ENTERPRISE,30-Apr-2024 10:03 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,25.0,232719.0,GARV ENTERPRISE,INR,0.0,25,232651,Majestic Impex,28-Apr-2024 12:08 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,26.0,232722.0,M/S Arunudai Suppliers,INR,0.0,26,232861,MPS India Associates,30-Apr-2024 03:00 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,27.0,232731.0,TRINETRA SUPPLY CENTRE,INR,0.0,27,232702,MRIDUL KUMAR LASKAR,29-Apr-2024 10:56 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,28.0,232733.0,SHREE KRISHNA ENTERPRISE,INR,0.0,28,232839,M/S AAMARA INDIA,30-Apr-2024 02:52 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,29.0,232735.0,Jaikissan Seeds Corporation,INR,0.0,29,232858,M/s AP Enterprise,30-Apr-2024 03:18 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,30.0,232738.0,R & D ASSOCIATES,INR,0.0,30,232743,M/S ARD ENTERPRISES,28-Apr-2024 10:53 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,31.0,232742.0,AANS AGENCY,INR,1.0,31,232722,M/S Arunudai Suppliers,30-Apr-2024 01:16 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,32.0,232743.0,M/S ARD ENTERPRISES,INR,1.0,32,232830,MS Ganapati Marchantile,30-Apr-2024 03:15 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,33.0,232746.0,PROVIDENCE,INR,1.0,33,232749,M/s. G.N.P Trade & Agency,29-Apr-2024 08:39 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,34.0,232748.0,NARAYANI TRADING COMPANY,INR,1.0,34,232844,M/S JUPITER TARDING,30-Apr-2024 01:47 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,35.0,232749.0,M/s. G.N.P Trade & Agency,INR,1.0,35,232832,M/S LAKHIMI,30-Apr-2024 04:30 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,36.0,232751.0,NILIMA ENTERPRISE,INR,1.0,36,232634,M/S RASHI ENTERPRISE,28-Apr-2024 11:03 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,37.0,232757.0,TALUKDAR SEEDS CO,INR,1.0,37,232855,M/S R D ASSOCIATES,30-Apr-2024 02:11 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,38.0,232759.0,JK AGRI GENETICS LTD,INR,1.0,38,231190,MS RUBI ENTERPRISE,28-Apr-2024 11:32 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,39.0,232761.0,J.K.COMMERCIAL,INR,1.0,39,232712,M/s. Shakti Corporation,29-Apr-2024 09:36 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,40.0,232762.0,JALAN COMMUNICATIONS,INR,1.0,40,232841,M/S T.B. Vermicompost Industry,30-Apr-2024 03:34 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,41.0,232764.0,GREEN VISION,INR,1.0,41,232831,M/s Vinayak Associates,30-Apr-2024 03:42 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,42.0,232765.0,RAJA ENTERPRISE,INR,1.0,42,232748,NARAYANI TRADING COMPANY,30-Apr-2024 02:10 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,43.0,232766.0,AROMA TECH INDIA,INR,1.0,43,232751,NILIMA ENTERPRISE,29-Apr-2024 09:27 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,44.0,232767.0,BIO-CARE ASSOCIATES,INR,1.0,44,232695,NOUF INTERNATIONAL,28-Apr-2024 03:57 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,45.0,232768.0,MAHALAXMI ENTERPRISE,INR,1.0,45,232493,PLANTERS,30-Apr-2024 03:55 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,46.0,232793.0,SHREE SHYAM VENTURES,INR,1.0,46,232805,PRADIP INFO ENTERTAINMENT PVT LTD,29-Apr-2024 09:31 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,47.0,232803.0,KHAN BROTHERS,INR,1.0,47,232746,PROVIDENCE,30-Apr-2024 01:31 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,48.0,232804.0,SHIVAM AGENCIES,INR,1.0,48,232813,RABHAGHAR,29-Apr-2024 08:04 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,49.0,232805.0,PRADIP INFO ENTERTAINMENT PVT LTD,INR,1.0,49,232765,RAJA ENTERPRISE,30-Apr-2024 01:55 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,50.0,232807.0,Friend Enterprise,INR,1.0,50,230769,Ramnagar Seed Farm Private Limited,29-Apr-2024 09:57 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,51.0,232813.0,RABHAGHAR,INR,1.0,51,232659,RANDS TRADING,29-Apr-2024 09:45 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,52.0,232827.0,Annapurna Seeds Growers Samitee,INR,1.0,52,232738,R & D ASSOCIATES,30-Apr-2024 01:04 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,53.0,232828.0,AB Ventures,INR,1.0,53,232643,RD TRADERS,28-Apr-2024 12:18 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,54.0,232829.0,SAI ONE GROUP,INR,1.0,54,232654,R.N Agro Solutions,28-Apr-2024 12:26 AM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,55.0,232830.0,MS Ganapati Marchantile,INR,1.0,55,232862,S A B International Associates,30-Apr-2024 03:41 PM,Accepted-AOC,Please refer statement,24-Apr-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
