Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,224205,Dipak Doley,INR,1,11,226366,GHANASHYAM KUTUM,17-Feb-2024 02:45 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,224226,PRAFULLA DOLEY,INR,1,12,226272,GLOBAL POWER AND ENGINEERS,17-Feb-2024 01:14 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,224412,PRIYA GOHAIN,INR,1,13,226056,Hemanga Kumar Das,16-Feb-2024 05:44 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,225176,REBAT SONOWAL,INR,1,14,226397,Hitech Industries,17-Feb-2024 03:22 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,225364,RITURAJ BORGOHAIN,INR,1,15,225419,Ilakshi Borgohain,14-Feb-2024 02:55 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,225419,Ilakshi Borgohain,INR,1,16,223766,Kalpana Das,03-Feb-2024 01:39 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,225483,DEVAJIT BORAH,INR,1,17,226387,KRIPONATH BORI,17-Feb-2024 03:12 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,225643,Prakash Chetia,INR,1,18,225918,KRISHNA ENGINEERINGS,16-Feb-2024 03:48 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,225649,DIGANTA SAIKIA,INR,1,19,225851,Lakhi Prova Bori,16-Feb-2024 10:47 AM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,225849,Ambika BAruah,INR,1,20,223557,MAHESH ROY,01-Feb-2024 01:32 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,225851,Lakhi Prova Bori,INR,1,21,226357,NECCON POWER & INFRA LTD,17-Feb-2024 02:40 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,225869,Uday Doley,INR,1,22,226017,NITUL KONCH,16-Feb-2024 04:35 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,225882,Power Tools and Engineering,INR,1,23,224068,PANKAJ CHUTIA,06-Feb-2024 02:19 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,225918,KRISHNA ENGINEERINGS,INR,1,24,225882,Power Tools and Engineering,16-Feb-2024 11:57 AM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,225959,SSK INDUSTRIES,INR,1,25,224226,PRAFULLA DOLEY,07-Feb-2024 03:11 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26,225961,RINTU DIHINGIA,INR,1,26,225643,Prakash Chetia,15-Feb-2024 03:37 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,27,226017,NITUL KONCH,INR,1,27,224412,PRIYA GOHAIN,08-Feb-2024 05:21 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,28,226040,YOGYA PROJECTS,INR,1,28,226195,RAJMONI CHETIA,17-Feb-2024 02:59 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,29,226056,Hemanga Kumar Das,INR,1,29,226340,RANA GOGOI,17-Feb-2024 02:25 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,30,226183,SRI PHIJU PEGU,INR,1,30,226204,Ranjit Gogoi,17-Feb-2024 11:18 AM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,31,226195,RAJMONI CHETIA,INR,1,31,225176,REBAT SONOWAL,13-Feb-2024 10:36 AM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,32,226204,Ranjit Gogoi,INR,1,32,225961,RINTU DIHINGIA,16-Feb-2024 03:13 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,33,226272,GLOBAL POWER AND ENGINEERS,INR,1,33,223561,RIPUN DAS,01-Feb-2024 01:40 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,34,226340,RANA GOGOI,INR,1,34,225364,RITURAJ BORGOHAIN,14-Feb-2024 11:26 AM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,35,226357,NECCON POWER & INFRA LTD,INR,1,35,226376,SHAMPAK BORAH,17-Feb-2024 03:02 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,36,226366,GHANASHYAM KUTUM,INR,1,36,226183,SRI PHIJU PEGU,17-Feb-2024 10:33 AM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,37,226376,SHAMPAK BORAH,INR,1,37,225959,SSK INDUSTRIES,16-Feb-2024 03:12 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,38,226387,KRIPONATH BORI,INR,1,38,225869,Uday Doley,16-Feb-2024 11:31 AM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,39,226397,Hitech Industries,INR,1,39,226040,YOGYA PROJECTS,16-Feb-2024 05:06 PM,Accepted-AOC,Awarded,12-Jul-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
